1.96407	-3.32519
1.97006	-3.50422
1.97605	-3.72095
1.98204	-3.99303
1.98802	-4.4055
1.99401	-5.11183
2	-17.5344
2.00599	-5.09054
2.01198	-4.42007
2.01796	-4.00619
2.02395	-3.72079
2.02994	-3.49494
2.03593	-3.31705
2.04192	-3.15826
2.0479	-3.03543
2.05389	-2.91576
2.05988	-2.80705
2.06587	-2.71445
2.07186	-2.63235
2.07784	-2.55062
2.08383	-2.47827
2.08982	-2.40461
2.09581	-2.33739
2.1018	-2.283
2.10778	-2.22388
2.11377	-2.17133
2.11976	-2.11479
2.12575	-2.07118
2.13174	-2.02206
2.13772	-1.9826
2.14371	-1.94161
2.1497	-1.8988
2.15569	-1.8563
2.16168	-1.8199
2.16766	-1.78581
2.17365	-1.7439
2.17964	-1.7174
2.18563	-1.68374
2.19162	-1.6493
2.1976	-1.62044
2.20359	-1.5903
2.20958	-1.55167
2.21557	-1.53129
2.22156	-1.50363
2.22754	-1.47916
2.23353	-1.45472
2.23952	-1.43034
2.24551	-1.40067
2.2515	-1.38005
2.25749	-1.35659
2.26347	-1.33023
2.26946	-1.31132
2.27545	-1.28816
2.28144	-1.26469
2.28743	-1.24609
2.29341	-1.2245
2.2994	-1.20576
2.30539	-1.18497
2.31138	-1.15941
2.31737	-1.14447
2.32335	-1.12994
2.32934	-1.11124
2.33533	-1.08914
2.34132	-1.075
2.34731	-1.05935
2.35329	-1.04077
2.35928	-1.02455
2.36527	-1.00557
2.37126	-0.987712
2.37725	-0.973349
2.38323	-0.956398
2.38922	-0.944138
2.39521	-0.927926
2.4012	-0.913741
2.40719	-0.892601
2.41317	-0.882638
2.41916	-0.869894
2.42515	-0.85576
2.43114	-0.843015
2.43713	-0.825851
2.44311	-0.814264
2.4491	-0.801439
2.45509	-0.785939
2.46108	-0.774048
2.46707	-0.760218
2.47305	-0.737552
2.47904	-0.734827
2.48503	-0.723416
2.49102	-0.711182
2.49701	-0.689956
2.50299	-0.676616
2.50898	-0.674788
2.51497	-0.667158
2.52096	-0.652201
2.52695	-0.640838
2.53293	-0.629478
2.53892	-0.618274
2.54491	-0.606298
2.5509	-0.594973
2.55689	-0.586015
2.56287	-0.573507
2.56886	-0.562428
2.57485	-0.551402
2.58084	-0.543514
2.58683	-0.532958
2.59281	-0.522452
2.5988	-0.512425
2.60479	-0.500791
2.61078	-0.493054
2.61677	-0.481725
2.62275	-0.471431
2.62874	-0.464089
2.63473	-0.455715
2.64072	-0.44529
2.64671	-0.436385
2.65269	-0.426887
2.65868	-0.417533
2.66467	-0.408871
2.67066	-0.400008
2.67665	-0.390095
2.68263	-0.37744
2.68862	-0.372552
2.69461	-0.361433
2.7006	-0.359421
2.70659	-0.346625
2.71257	-0.337858
2.71856	-0.33071
2.72455	-0.322426
2.73054	-0.313306
2.73653	-0.305065
2.74251	-0.296783
2.7485	-0.286851
2.75449	-0.282832
2.76048	-0.276377
2.76647	-0.266216
2.77246	-0.259262
2.77844	-0.250484
2.78443	-0.242903
2.79042	-0.235683
2.79641	-0.227753
2.8024	-0.221627
2.80838	-0.212691
2.81437	-0.205394
2.82036	-0.196044
2.82635	-0.19114
2.83234	-0.187033
2.83832	-0.176364
2.84431	-0.169384
2.8503	-0.16143
2.85629	-0.15708
2.86228	-0.150267
2.86826	-0.142562
2.87425	-0.135065
2.88024	-0.127545
2.88623	-0.120995
2.89222	-0.11325
2.8982	-0.107046
2.90419	-0.103702
2.91018	-0.0933067
2.91617	-0.0884242
2.92216	-0.0826677
2.92814	-0.0756582
2.93413	-0.0682039
2.94012	-0.0609398
2.94611	-0.0582423
2.9521	-0.0492449
2.95808	-0.0442
2.96407	-0.0403918
2.97006	-0.0326128
2.97605	-0.0262673
2.98204	-0.0189216
2.98802	-0.0140376
2.99401	-0.010776
3	-0.00950353
3.00599	-0.0143491
3.01198	-0.0260136
3.01796	-0.0406434
3.02395	-0.04957
3.02994	-0.0656593
3.03593	-0.0656306
3.04192	-0.0844276
3.0479	-0.111035
3.05389	-0.122534
3.05988	-0.13775
3.06587	-0.153426
3.07186	-0.174408
3.07784	-0.189313
3.08383	-0.19682
3.08982	-0.229845
3.09581	-0.251011
3.1018	-0.262457
3.10778	-0.290466
3.11377	-0.313135
3.11976	-0.328756
3.12575	-0.36302
3.13174	-0.381872
3.13772	-0.414018
3.14371	-0.452318
3.1497	-0.485936
3.15569	-0.519485
3.16168	-0.550423
3.16766	-0.59424
3.17365	-0.637512
3.17964	-0.693482
3.18563	-0.743861
3.19162	-0.806253
3.1976	-0.873164
3.20359	-0.963157
3.20958	-1.06482
3.21557	-1.17151
3.22156	-1.36544
3.22754	-1.63217
3.23353	-2.22696
3.23952	-2.07718
3.24551	-1.56122
3.2515	-1.32019
3.25749	-1.16768
3.26347	-1.04465
3.26946	-0.943083
3.27545	-0.85771
3.28144	-0.768711
3.28743	-0.726794
3.29341	-0.672936
3.2994	-0.623442
3.30539	-0.569693
3.31138	-0.5374
3.31737	-0.493174
3.32335	-0.460532
3.32934	-0.420681
3.33533	-0.396108
3.34132	-0.365222
3.34731	-0.33709
3.35329	-0.30516
3.35928	-0.28553
3.36527	-0.260672
3.37126	-0.234501
3.37725	-0.214372
3.38323	-0.192414
3.38922	-0.172914
3.39521	-0.15205
3.4012	-0.132596
3.40719	-0.114075
3.41317	-0.0955272
3.41916	-0.0801929
3.42515	-0.0611436
3.43114	-0.0488804
3.43713	-0.0308903
3.44311	-0.0192962
3.4491	-0.0048499
3.45509	-0.026975
3.46108	-0.0570705
3.46707	-0.107764
3.47305	-0.159983
3.47904	-0.223859
3.48503	-0.312395
3.49102	-0.45615
3.49701	-0.845428
3.50299	-0.583368
3.50898	-0.365741
3.51497	-0.259932
3.52096	-0.18204
3.52695	-0.120691
3.53293	-0.0724694
3.53892	-0.0304201
3.54491	-0.0116604
3.5509	-0.120109
3.55689	-0.187675
3.56287	-0.0194792
3.56886	-0.00633088
3.57485	0.0878826
3.58084	0.113078
3.58683	0.129905
3.59281	0.163303
3.5988	0.166677
3.60479	0.189569
3.61078	0.173921
3.61677	0.204339
3.62275	0.217367
3.62874	-0.118029
3.63473	0.104172
3.64072	0.243208
3.64671	0.232617
3.65269	0.268042
3.65868	0.286064
3.66467	0.271444
3.67066	0.307511
3.67665	0.314396
3.68263	0.341163
3.68862	0.344171
3.69461	0.349022
3.7006	0.335277
3.70659	0.329181
3.71257	0.361269
3.71856	0.360587
3.72455	0.371101
3.73054	0.382153
3.73653	0.357665
3.74251	0.00109998
3.7485	0.33153
3.75449	0.385661
3.76048	0.387988
3.76647	0.397875
3.77246	0.415922
3.77844	0.402343
3.78443	0.409439
3.79042	0.432401
3.79641	0.414305
3.8024	0.42778
3.80838	0.422782
3.81437	0.448558
3.82036	0.431647
3.82635	0.398611
3.83234	-0.783917
3.83832	-0.101382
3.84431	-0.373831
3.8503	0.130665
3.85629	0.196835
3.86228	0.418
3.86826	0.43036
3.87425	0.455375
3.88024	0.473443
3.88623	0.388207
3.89222	0.479696
3.8982	0.49852
3.90419	0.48154
3.91018	0.488176
3.91617	0.525862
3.92216	0.505367
3.92814	0.536795
3.93413	0.55162
3.94012	0.551113
3.94611	0.569972
3.9521	0.567139
3.95808	0.578499
3.96407	0.583329
3.97006	0.593823
3.97605	0.609586
3.98204	0.6114
3.98802	0.62545
3.99401	0.65486
4	0.692012
