1	-1.5602e-05
1.00599	-0.0123587
1.01198	-0.0184731
1.01796	-0.0263012
1.02395	-0.0321003
1.02994	-0.034763
1.03593	-0.0372241
1.04192	-0.0475706
1.0479	-0.0535818
1.05389	-0.055918
1.05988	-0.0664583
1.06587	-0.0746054
1.07186	-0.0766272
1.07784	-0.0794642
1.08383	-0.0867562
1.08982	-0.0995755
1.09581	-0.103981
1.1018	-0.102022
1.10778	-0.117662
1.11377	-0.119837
1.11976	-0.131406
1.12575	-0.136991
1.13174	-0.144842
1.13772	-0.146922
1.14371	-0.155627
1.1497	-0.166795
1.15569	-0.168346
1.16168	-0.178818
1.16766	-0.186728
1.17365	-0.192592
1.17964	-0.196758
1.18563	-0.20641
1.19162	-0.214001
1.1976	-0.217221
1.20359	-0.228824
1.20958	-0.236988
1.21557	-0.244953
1.22156	-0.251245
1.22754	-0.251087
1.23353	-0.267947
1.23952	-0.274475
1.24551	-0.275912
1.2515	-0.290587
1.25749	-0.298227
1.26347	-0.30738
1.26946	-0.311264
1.27545	-0.323905
1.28144	-0.328817
1.28743	-0.339453
1.29341	-0.3498
1.2994	-0.355858
1.30539	-0.367918
1.31138	-0.373066
1.31737	-0.382193
1.32335	-0.39189
1.32934	-0.398375
1.33533	-0.412306
1.34132	-0.415021
1.34731	-0.423796
1.35329	-0.43193
1.35928	-0.442342
1.36527	-0.459326
1.37126	-0.467487
1.37725	-0.474116
1.38323	-0.475236
1.38922	-0.497379
1.39521	-0.502671
1.4012	-0.509527
1.40719	-0.518073
1.41317	-0.529079
1.41916	-0.549633
1.42515	-0.554647
1.43114	-0.56383
1.43713	-0.570968
1.44311	-0.587874
1.4491	-0.598472
1.45509	-0.602219
1.46108	-0.612769
1.46707	-0.628363
1.47305	-0.639507
1.47904	-0.650003
1.48503	-0.660583
1.49102	-0.666496
1.49701	-0.686931
1.50299	-0.696098
1.50898	-0.71168
1.51497	-0.722597
1.52096	-0.735125
1.52695	-0.72988
1.53293	-0.757493
1.53892	-0.77267
1.54491	-0.786684
1.5509	-0.800453
1.55689	-0.816706
1.56287	-0.828189
1.56886	-0.838242
1.57485	-0.855959
1.58084	-0.866411
1.58683	-0.882575
1.59281	-0.899095
1.5988	-0.914828
1.60479	-0.929998
1.61078	-0.94239
1.61677	-0.956129
1.62275	-0.971326
1.62874	-0.991506
1.63473	-1.00435
1.64072	-1.01501
1.64671	-1.04185
1.65269	-1.06206
1.65868	-1.067
1.66467	-1.09054
1.67066	-1.11143
1.67665	-1.1238
1.68263	-1.14725
1.68862	-1.16271
1.69461	-1.1821
1.7006	-1.20292
1.70659	-1.22427
1.71257	-1.2418
1.71856	-1.26149
1.72455	-1.28714
1.73054	-1.29306
1.73653	-1.33363
1.74251	-1.34577
1.7485	-1.37815
1.75449	-1.39615
1.76048	-1.42598
1.76647	-1.45005
1.77246	-1.47846
1.77844	-1.50066
1.78443	-1.5329
1.79042	-1.55718
1.79641	-1.58948
1.8024	-1.62037
1.80838	-1.65113
1.81437	-1.68941
1.82036	-1.71077
1.82635	-1.74986
1.83234	-1.77974
1.83832	-1.82115
1.84431	-1.84828
1.8503	-1.89871
1.85629	-1.93321
1.86228	-1.9661
1.86826	-2.02562
1.87425	-2.0661
1.88024	-2.12135
1.88623	-2.16883
1.89222	-2.22858
1.8982	-2.28444
1.90419	-2.33075
1.91018	-2.4008
1.91617	-2.47207
1.92216	-2.54892
1.92814	-2.62994
1.93413	-2.70984
1.94012	-2.8114
1.94611	-2.91726
1.9521	-3.02987
1.95808	-3.1646
